index,id,title,overview,vote_count,poster_path
4110,483906,Polar,montana assassin hitman chile based on comic isolated house dark horse comics criminal organization neo noir forced retirement Action Crime Drama MadsMikkelsen VanessaHudgens KatherynWinnick FeiRen RubyO.Fee JonasÅkerlund,1886.0,/qOBEpKVLl8Q9CZScbOcRRVISezV.jpg
4111,274167,Daddy's Home,father family Comedy WillFerrell MarkWahlberg LindaCardellini ThomasHadenChurch ScarlettEstevez SeanAnders,2808.0,/fB9lALk9zKsMYWvf0bJSkJN219Z.jpg
4112,9326,Romancing the Stone,kidnapping anti hero crocodile airplane smuggling (contraband) treasure hunt betrayal marijuana jungle author treasure map drug lord south america double cross archaeologist novelist jewel opposites attract archeology soldier of fortune colombia romance novelist romance books Adventure Action Romance Comedy MichaelDouglas KathleenTurner DannyDeVito ZackNorman AlfonsoArau RobertZemeckis,1583.0,/qfIlVOYZH5RiZ0ndFKUpr5Zn2Bx.jpg
4115,560050,Over the Moon,moon rocket Animation Adventure Family Fantasy CathyAng PhillipaSoo KenJeong JohnCho SandraOh GlenKeane,1139.0,/lG0TF0wj1n9p9CPy5xlIUIkF56a.jpg
4118,16780,The Return of the Texas Chainsaw Massacre,texas sadism leatherface hitchhiker cross dressing chainsaw torture cannibal skin psychos Horror Comedy RenéeZellweger MatthewMcConaughey RobertJacks ToniePerensky JoeStevens KimHenkel,516.0,/e1ikqofvLBddrZJ73IjmJWhUYus.jpg
4120,11358,Walking Tall,martial arts small town war veteran based on true story remake torture one man army one against many action hero Adventure Drama Action Thriller DwayneJohnson JohnnyKnoxville NealMcDonough KristenWilson CobieSmulders KevinBray,1264.0,/2sdmKtRz2SlGSLxxZDePKm5zxus.jpg
4121,2085,Romeo Must Die,martial arts hip hop oakland california east asian lead Action Crime Thriller JetLi Aaliyah IsaiahWashington RussellWong DMX AndrzejBartkowiak,999.0,/aLjBcVUfw3eT5csKi28pvs0V8he.jpg
4122,440161,The Sisters Brothers,san francisco california based on novel or book gold oregon usa hitman male friendship gold rush scout 19th century gold claim brother brother relationship Comedy Drama Western JohnC.Reilly JoaquinPhoenix JakeGyllenhaal RizAhmed RebeccaRoot JacquesAudiard,1702.0,/wTgomqYRTXT3BXQScnIo8uHDyWC.jpg
4123,13284,Barbie: Fairytopia,fairy based on toy Animation Family KellySheridan LeeTockar TabithaSt.Germain KathleenBarr VenusTerzo WalterP.Martishius,636.0,/a0VPQHpLNCWWmiXwjD7aJVRaH78.jpg
4126,609,Poltergeist,parent child relationship medium ghostbuster poltergeist haunted house dying and death family relationships suburbia paranormal phenomena power of goodness haunted Horror CraigT.Nelson JoBethWilliams BeatriceStraight DominiqueDunne OliverRobins TobeHooper,2542.0,/xPazCcKp62IshnLVf9BLAjf9vgC.jpg
4127,13459,Barbie in 'A Christmas Carol',based on toy Animation Family KellySheridan MorwennaBanks MelissaLyons PrudenceEdwards LeanneAraya WilliamLau,458.0,/fX9g1AE1JIqjX3LPPKVjcmHs6fd.jpg
4130,300681,Replicas,laboratory car accident family consciousness biologist synthetic neuro scientist police task force Science Fiction Thriller Drama KeanuReeves AliceEve ThomasMiddleditch JohnOrtiz NyashaHatendi JeffreyNachmanoff,1154.0,/hhPBTAn9b4TYOxc1JYNsX4BFAlW.jpg
4131,379291,Justice League vs. Teen Titans,cartoon superhero based on comic super power superhero team teen superhero dc animated movie universe animated dc universe animated original movies Science Fiction Action Animation StuartAllan TaissaFarmiga JasonO'Mara RosarioDawson JerryO'Connell SamLiu,755.0,/ctHGhbe19xIX6wlECsFydHiha4W.jpg
4135,808023,The Virtuoso, Thriller Crime AnthonyHopkins AnsonMount AbbieCornish DioraBaird EddieMarsan NickStagliano,294.0,/vXHzO26mJaOt4VO7ZFiM6No5ScT.jpg
4136,672741,Till Death,suicide husband wife relationship infidelity winter murder cheat on husband survival lawyer trapped handcuffed wedding anniversary hired killer isolated lake house Horror Thriller MeganFox EoinMacken AmlAmeen CallanMulvey JackRoth SKDale,608.0,/mI7xBibGBNai6vSdycTjgxEQQOO.jpg
4137,384521,The Cloverfield Paradox,experiment disorientation space alien scientist space station alternative universe parallel universe 2020s Horror Science Fiction Action Thriller GuguMbatha Raw DanielBrühl ChrisO'Dowd DavidOyelowo JuliusOnah,2869.0,/dJe4s2h9hac0Fu3pQVV4OuWe8kU.jpg
4139,693113,Midnight in the Switchgrass,fbi texas ranger based on true story thriller serial killer truck stop Crime Mystery Thriller Action MeganFox BruceWillis EmileHirsch LukasHaas CaitlinCarmichael RandallEmmett,320.0,/1OTSuh2HNcTRfme8caU8DjgJ39K.jpg
4143,111190,Adore,beach lovers revenge best friend woman director Drama NaomiWatts RobinWright XavierSamuel JamesFrecheville BenMendelsohn AnneFontaine,861.0,/hIQqIeG7Ude0QRUFntdLtsAUEBB.jpg
4144,11528,The Sandlot,baseball sports dog fourth of july san fernando valley fence story telling 1960s treehouse mastiff kids’ sports team Family Comedy TomGuiry MikeVitar JamesEarlJones KarenAllen DenisLeary DavidMickeyEvans,945.0,/7PYqz0viEuW8qTvuGinUMjDWMnj.jpg
4147,513310,Boss Level,time loop Action Science Fiction Thriller FrankGrillo MelGibson NaomiWatts AnnabelleWallis KenJeong JoeCarnahan,1224.0,/i6QFXv4lZyxRMknH0EDkCIz02XP.jpg
4148,238713,Spy,spy cia undercover arms dealer disaster female spy aftercreditsstinger duringcreditsstinger Action Comedy Crime MelissaMcCarthy RoseByrne MirandaHart AllisonJanney JasonStatham PaulFeig,5481.0,/6On9Ed52fz8W1h9PzaDQ12ZfHdn.jpg
4149,664,Twister,husband wife relationship tornado twister oklahoma metereologist invention climate barn natural disaster truck disaster storm chaser divorce disaster movie motley crew Action Adventure Drama HelenHunt BillPaxton CaryElwes JamiGertz PhilipSeymourHoffman JandeBont,2738.0,/6tagtmPVOG4QqraQ4piUFLoqaoj.jpg
4150,8698,The League of Extraordinary Gentlemen,saving the world venice italy submarine immortality based on comic steampunk super power jekyll and hyde evil plot captain nemo allan quatermain secret lair nautilus immortal victorian era moriarty invisible man vampiress (female vampire) Fantasy Action Thriller Science Fiction SeanConnery NaseeruddinShah ShaneWest PetaWilson StuartTownsend StephenNorrington,3574.0,/rlOyMxW5Ed10wRvZbhlwRYInyBf.jpg
4151,8069,Barbarella,sexual fantasy alien planet distant future cult film female mercenary Science Fiction Adventure JaneFonda JohnPhillipLaw AnitaPallenberg MarcelMarceau ClaudeDauphin RogerVadim,577.0,/kfaRSR3geV3I65icyHWBBEsE9u.jpg
4152,24831,Piranha,river fish experiment us army animal attack summer camp reporter piranha tent camp eugenics killer fish Horror Comedy Science Fiction BradfordDillman HeatherMenzies KevinMcCarthy KeenanWynn DickMiller JoeDante,520.0,/uRUSWTYMYo9fHRkUjcpD0yPvxzV.jpg
4153,28597,Problem Child 2,spoiled child slapstick comedy dark comedy problem child vomiting mischievous child neighborhood child 1990s Comedy JohnRitter MichaelOliver JackWarden LaraineNewman AmyYasbeck BrianLevant,510.0,/npr7j2HuRgvsKrXLIxIiXevTH8A.jpg
4154,522681,Escape Room,riddle chicago illinois key code puzzle game clue magnet box cube escape room traumatized person teamwork mysterious box sliding puzzle pool table Horror Thriller Mystery TaylorRussell LoganMiller JayEllis DeborahAnnWoll NikDodani AdamRobitel,4060.0,/8Ls1tZ6qjGzfGHjBB7ihOnf7f0b.jpg
4155,83542,Cloud Atlas,artificial intelligence clone san francisco california future dystopia lgbt multiple storylines duringcreditsstinger century woman director 1930s book adaptation Drama Science Fiction TomHanks HalleBerry JimBroadbent HugoWeaving JimSturgess TomTykwer,6434.0,/8naVv2Xu3rWI5JKHz0vCujx6GaJ.jpg
4156,23202,Trick 'r Treat,monster grave halloween anthology woods undead serial killer paranormal phenomena werewolf corpse school bus Horror Comedy BrianCox QuinnLord AnnaPaquin DylanBaker LeslieBibb MichaelDougherty,1538.0,/w0nmol4g7n6MFfhfphV7GzHHYjB.jpg
4157,77948,The Cold Light of Day,kidnapping spying government Action Thriller Mystery HenryCavill BruceWillis SigourneyWeaver VerónicaEchegui JosephMawle MabroukElMechri,765.0,/jLmKMhibZjHUYtsHQLIa5UBwqcc.jpg
4165,62206,30 Minutes or Less,pizza delivery pizza boy aftercreditsstinger Action Adventure Comedy JesseEisenberg DannyMcBride AzizAnsari NickSwardson DilshadVadsaria RubenFleischer,1487.0,/iwPiophp3orJcIpAf5TJG6yzUJL.jpg
4167,1970,The Grudge,nurse house remake curse tokyo japan old woman catatonia Horror Mystery Thriller SarahMichelleGellar JasonBehr WilliamMapother CleaDuVall KaDeeStrickland TakashiShimizu,2578.0,/5AGB8FVELnhMMw3nO372sw1xp58.jpg
4171,401104,To the Bone,smoking arizona restaurant artist anorexia los angeles california pregnant woman therapy eating disorder Drama LilyCollins KeanuReeves CarriePreston LiliTaylor AlexSharp MartiNoxon,3222.0,/pkdxhdB3dRUqazqoy9lzUvhayjc.jpg
4175,12120,My Stepmother Is an Alien,alien spoof levitation message Comedy Science Fiction DanAykroyd KimBasinger JonLovitz AlysonHannigan JosephMaher RichardBenjamin,454.0,/o9feh3DGHvNZ835cm2ajYHwZwiN.jpg
4176,52451,The Three Musketeers,france swordplay sword fight historical fiction musketeer swashbuckler sailing ship damsel in distress king of france 17th century Adventure Action Thriller LoganLerman MillaJovovich MatthewMacfadyen RayStevenson LukeEvans PaulW.S.Anderson,2387.0,/woCADkkDIIKrOMEokbFOEsAYtUa.jpg
4179,150202,The Haunting in Connecticut 2: Ghosts of Georgia,georgia sequel new home ghost 1990s Horror Drama Thriller ChadMichaelMurray KateeSackhoff AbigailSpencer CicelyTyson EmilyAlynLind TomElkins,434.0,/af6YNKYQsX76RSNHh3X4k2OcoQC.jpg
4182,9745,Jack Frost,holiday loss of loved one christmas party loss snowman christmas story christmas Comedy Family Drama Fantasy MichaelKeaton KellyPreston MarkAddy JosephCross HenryRollins TroyMiller,957.0,/tdSyQJe7vEDcH9kEVqzVcr0O9lS.jpg
4183,413644,The Son of Bigfoot,bigfoot villain forest father laboratory anthropomorphism Family Animation Comedy PappyFaulkner CindaAdams JeffDoucette LailaBerzins JoeyCamen BenStassen,407.0,/5yCQvhFuFPY0pACxoUpLUlYCxop.jpg
4187,323675,Ride Along 2,police sequel family relationships police officer misadventure buddy film Action Comedy KevinHart IceCube OliviaMunn TikaSumpter KenJeong TimStory,1496.0,/2433Vt8xuDnAIDAJTNx6DEtf9Qb.jpg
4189,2619,Splash,new york city bachelor mermaid cape cod produce seller Comedy Fantasy Romance TomHanks DarylHannah EugeneLevy JohnCandy DodyGoodman RonHoward,1184.0,/f4SXMEcPKFBYg8aBTko1e20Wher.jpg
4191,2277,Bicentennial Man,android based on novel or book hologram freedom futuristic robot based on short story journey 22nd century 2040s 23rd century 2060s Science Fiction Comedy Drama RobinWilliams EmbethDavidtz SamNeill OliverPlatt KierstenWarren ChrisColumbus,3181.0,/wrs23eO0VEWwOQpXoOasMnlW9Y4.jpg
4195,2026,Hostage,fbi kidnapping police operation home invasion hostage situation hostage negotiator Action Thriller Crime BruceWillis BenFoster JonathanTucker JimmyBennett MichelleHorn Florent-EmilioSiri,1418.0,/vjhLmtjO2pMQXRgkxcwZoq2Ma8n.jpg
4196,10628,Kangaroo Jack,money delivery fool australia hoodlum kangaroo live action and animation alice springs Family Comedy Adventure Crime JerryO'Connell AnthonyAnderson EstellaWarren ChristopherWalken MichaelShannon DavidMcNally,776.0,/nflh9On0de4l7ItCl3n4NVXjmnm.jpg
4200,23172,The Spy Next Door,duringcreditsstinger Action Comedy Family JackieChan AmberValletta MadelineCarroll AlinaFoley MagnúsScheving BrianLevant,1119.0,/nJJrceb2xHGIA0irADX0JvWSIHT.jpg
4202,395834,Wind River,rape wyoming usa mountain gun fbi investigation forest murder native american shootout photograph native american reservation binoculars rape and revenge snowmobile Crime Drama Mystery Thriller JeremyRenner ElizabethOlsen GilBirmingham GrahamGreene JonBernthal TaylorSheridan,4492.0,/pySivdR845Hom4u4T2WNkJxe6Ad.jpg
4203,551804,Freaky,high school murder gore serial killer chainsaw body swap high school student dead father stabbed Comedy Fantasy Horror Thriller VinceVaughn KathrynNewton CelesteO'Connor MishaOsherovich UriahShelton ChristopherLandon,1266.0,/8xC6QSyxrpm0D5A6iyHNemEWBVe.jpg
4206,11009,Saturday Night Fever,dancing master dance performance lover (female) musical disco Music Drama JohnTravolta KarenLynnGorney BarryMiller JosephCali JulieBovasso JohnBadham,1724.0,/ylA7E5Md21aqgzxbwa2dFxX8LKV.jpg
4207,11362,The Count of Monte Cristo,loss of loved one based on novel or book marseille france treasure lover (female) ex lover napoleon bonaparte sword fight prison escape torture period drama historical swashbuckler betrayal by friend 19th century Adventure Drama History JimCaviezel GuyPearce RichardHarris JamesFrain DagmaraDomińczyk KevinReynolds,1514.0,/ifMgDAUXVQLY4DeOu3VTTi55jSP.jpg
4208,675327,Shadow in the Cloud,world war ii gremlin female pilot woman director flying fortress Horror Action War ChloëGraceMoretz NickRobinson BeulahKoale TaylorJohnSmith CallanMulvey RoseanneLiang,828.0,/t7EUMSlfUN3jUSZUJOLURAzJzZs.jpg
4210,597922,The Greatest Beer Run Ever,based on novel or book vietnam war beer war correspondent based on true story aftercreditsstinger 1960s Drama Comedy War History ZacEfron RussellCrowe KyleAllen BillMurray JakePicking PeterFarrelly,526.0,/ggf37TpcKaxwguhvtNn6MQpyqBn.jpg
4213,9904,The Wild,new york city africa lion zoo Family Animation KieferSutherland JimBelushi EddieIzzard JaneaneGarofalo WilliamShatner Steve'Spaz'Williams,891.0,/sxqzaOto1qyUseSg6YpIP9Su5lp.jpg
4214,8584,Shanghai Noon,martial arts princess sioux travel rescue native american chinese cowboy duringcreditsstinger 19th century action hero good versus evil Adventure Action Comedy Western JackieChan OwenWilson LucyLiu XanderBerkeley RogerYuan TomDey,2194.0,/b0WwWRcDiDahkah5vZ0KjB4N9ZZ.jpg
4219,736074,"Batman: The Long Halloween, Part Two",holiday superhero aftercreditsstinger dc universe animated original movies Animation Mystery Action Crime JensenAckles JoshDuhamel NayaRivera BillyBurke TitusWelliver ChrisPalmer,397.0,/f46QMSo2wAVY1ywrNc9yZv0rkNy.jpg
4222,480105,47 Meters Down: Uncaged,diving mexico shark attack altar animal attack maya civilization water monster sequel scuba diving teenage girl creature underwater shark great white shark ruins eaten by animal cave diving Horror Drama Adventure SophieNélisse CorinneFoxx BrianneTju SistineRoseStallone BrecBassinger JohannesRoberts,1211.0,/g4z7mDmJmx23vsVg6XNWcnXb6gc.jpg
4223,11901,High Plains Drifter,gunslinger outlaw Western Drama Mystery ClintEastwood VernaBloom MariannaHill MitchellRyan JackGing ClintEastwood,938.0,/4hDSqJAdDaJfSHoJZ6pR8q5f3wZ.jpg
4224,10157,Police Academy 2: Their First Assignment,handcuffs police chief police operation spying investigation police everyday life police academy commandant Comedy Crime SteveGuttenberg BubbaSmith DavidGraf MichaelWinslow BruceMahler JerryParis,1297.0,/xyljfyGSJOdghPsycreHMsnhpU9.jpg
4226,169209,Empire State,heist armored truck Action Drama LiamHemsworth DwayneJohnson EmmaRoberts NikkiReed MichaelAngarano DitoMontiel,595.0,/nu2F22TEzk3eK0rsjFDoARyFmCw.jpg
4229,836009,Against the Ice,based on novel or book based on true story struggle for survival greenland early 1900s arctic exploration Drama Adventure History NikolajCoster Waldau JoeCole CharlesDance HeidaReed PeterFlinth,428.0,/6FSGYvPEhIx3ThOikGqHmKxeyNN.jpg
4231,13497,Drumline,sorority music rehearsal fraternity initiation television broadcast push ups Drama Romance Comedy Music NickCannon ZoeSaldaña OrlandoJones LeonardRoberts EarlPoitier CharlesStoneIII,420.0,/zl7gdxYqKdFCioPT3DAkZR5DDUP.jpg
4234,8055,The Reader,germany based on novel or book war crimes women's prison trial female prisoner reading aloud love affair law student teenage sexuality older woman younger man relationship reading to someone secret lover shame literacy west germany courtroom drama Drama Romance KateWinslet RalphFiennes DavidKross LenaOlin BrunoGanz StephenDaldry,2645.0,/r0WURbmnhgKeBpHcpDULBgRedQM.jpg
4236,943,Lethal Weapon 3,showdown police sequel mixed martial arts los angeles california rookie cop wisecrack humor buddy cop lapd maverick cop aftercreditsstinger action hero Adventure Action Comedy Thriller Crime MelGibson DannyGlover JoePesci ReneRusso StuartWilson RichardDonner,2577.0,/8FnOudDHPOY7MFJnvQMR1qpuyek.jpg
4239,290595,The Huntsman: Winter's War,witch magic strong woman fairy tale female soldier female empowerment huntsman wicked woman Action Adventure Drama ChrisHemsworth CharlizeTheron EmilyBlunt JessicaChastain NickFrost CedricNicolas-Troyan,4428.0,/ci1QXfBSUBVpLuzxi9A208uwUVi.jpg
4241,353491,The Dark Tower,gunslinger based on novel or book portal mind control parallel world another world Fantasy Action Science Fiction IdrisElba MatthewMcConaughey TomTaylor ClaudiaKim FranKranz NikolajArcel,4510.0,/i9GUSgddIqrroubiLsvvMRYyRy0.jpg
4247,76493,The Dictator,dictator culture clash petrol coup d'etat uncle satire parody conspiracy female soldier united nations weapon of mass destruction dissident grocery store identity swap Comedy SachaBaronCohen BenKingsley AnnaFaris JasonMantzoukas SayedBadreya LarryCharles,5403.0,/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg
4248,12902,Scooby-Doo! and the Loch Ness Monster,loch ness monster Family Adventure Animation Comedy Fantasy Mystery CaseyKasem SheenaEaston MichaelBell GreyDeLisle FrankWelker ScottJeralds,358.0,/cQPkdWGPGoT87OEfVCwcVz6Zw8y.jpg
4249,11361,Halloween 5: The Revenge of Michael Myers,sheriff barn sequel boogeyman slasher psychiatrist killer kitten scythe heroine pitchfork psychotronic Horror Thriller DonaldPleasence DanielleHarris EllieCornell WendyFoxworth BeauStarr DominiqueOthenin-Girard,998.0,/rYvP6yMXCIVHnkVtwGaAXFmpzkB.jpg
4250,691,The Spy Who Loved Me,submarine england assassination spy cairo sea based on novel or book terrorist egypt mass murder pyramid secret intelligence service kgb villain nuclear missile tanker sphinx sardinia italy warhead jet ski utopia secret agent murder shark killer british secret service snow skiing Adventure Action Thriller RogerMoore BarbaraBach CurdJürgens RichardKiel CarolineMunro LewisGilbert,1641.0,/3ZxHKFxMYvAko680DsRgAZKWcLi.jpg
4254,11411,Superman IV: The Quest for Peace,saving the world mountain nuclear missile us army alter ego sequel superhero laboratory convertible super power catholic school newspaper editor nuclear weapons disarmament volcanic eruption great wall of china superhuman strength Action Adventure Science Fiction ChristopherReeve MargotKidder GeneHackman JackieCooper MarcMcClure SidneyJ.Furie,1054.0,/vhs3P0JwqzlgfBqhjnCWDEOtDmS.jpg
4259,181886,Enemy,based on novel or book infidelity symbolism professor paranoia nightmare pregnancy spider toronto canada delusion surrealism mental illness dream sequence doppelgänger double identity Thriller Mystery JakeGyllenhaal MélanieLaurent SarahGadon IsabellaRossellini JoshuaPeace DenisVilleneuve,5155.0,/vf40tyDRKZsBmaLsYeopzfFLzLx.jpg
4260,13515,Mirrors,schizophrenia night watchman subway hallucination alcoholism ex cop possession remake morgue rural area medication demon psychiatrist estranged wife nypd evil newspaper clipping Horror Mystery Thriller Drama Fantasy KieferSutherland PaulaPatton AmySmart JasonFlemyng CameronBoyce AlexandreAja,1565.0,/bt5a4ThyLpLTsia2e2ZTLzQjXO0.jpg
4264,7326,Juno,sexuality becoming an adult puberty first time adoption pregnancy pregnant minor precocity partnership coming of age teenage pregnancy Comedy Drama Romance ElliotPage MichaelCera JenniferGarner JasonBateman J.K.Simmons JasonReitman,6752.0,/jNIn2tVhpvFD6P9IojldI3mNYcn.jpg
4265,38579,Marmaduke,dog great dane orange county california pets Family Comedy LeePace JudyGreer OwenWilson EmmaStone GeorgeLopez TomDey,655.0,/e1hxniKMiRIpGiad0BCATn4d8uv.jpg
4267,581997,Batman vs Teenage Mutant Ninja Turtles,cartoon based on comic aftercreditsstinger Animation Action Family TroyBaker EricBauza DarrenCriss KyleMooney BaronVaughn JakeCastorena,385.0,/yP3h0Pu8htyb9450mWJ9Vu1rU.jpg
4269,70074,Bullet to the Head,bomb corruption detective mercenary louisiana lawyer shootout ex con Action Crime Thriller SylvesterStallone SungKang SarahShahi AdewaleAkinnuoye Agbaje WalterHill,1086.0,/arJfxShfuZPhqfBZZU6DkPZfnjn.jpg
4270,1903,Vanilla Sky,love triangle regret jealousy amnesia dream ex girlfriend love of one's life nightmare surreal face operation time virtual reality plastic surgery illusion life extension puzzle love remake flashback wealth tragic love confusion memory loss doctor car accident fear relationship heartbreak freak accident disfigured face surgery lost love individuality disfigurement wealthy man Mystery Science Fiction Drama Romance Fantasy Thriller TomCruise PenélopeCruz CameronDiaz KurtRussell JasonLee CameronCrowe,3576.0,/l1MBK6BUkZtjEqceEMubDUtvvK3.jpg
4272,615774,Scooby-Doo! Return to Zombie Island,talking dog zombie Fantasy Animation Family Adventure Comedy Mystery Horror FrankWelker GreyDeLisle MatthewLillard KateMicucci DavidHerman EthanSpaulding,821.0,/vd0oIoWhEm8o7EpS0kV7RaV0Flf.jpg
4273,587496,The Rental,camera ecstasy brother house stalker murder voyeurism rental weekend getaway Horror DanStevens AlisonBrie SheilaVand JeremyAllenWhite TobyHuss DaveFranco,714.0,/3ynPnBXQVT2Y0s19fDIPlWKUlxH.jpg
4274,609972,Paranormal Activity: Next of Kin,sequel paranormal demonic possession ghost found footage paranormal activity devil worship animal sacrifice pagan cult Horror Mystery EmilyBader AriNotartomaso AlexaShaeNiziak DanLippert KyliZion WilliamEubank,572.0,/wRy3SwJFE55iL2bfKqECzP2qyrd.jpg
4278,1586,Secret Window,alcohol adultery detective mississippi river jealousy isolation paranoia motel window nightmare letter notebook police murder arson writer divorce ax Mystery Thriller JohnnyDepp JohnTurturro MariaBello TimothyHutton CharlesS.Dutton DavidKoepp,3206.0,/nSKhvsW9rvct60o363PQpXwNFou.jpg
4279,417384,Scary Stories to Tell in the Dark,based on novel or book small town scarecrow halloween haunted house family secrets urban legend racism high school friends aspiring writer draft dodger 1960s folk horror Horror Thriller ZoeColletti DeanNorris MichaelGarza GabrielRush GilBellows AndréØvredal,2300.0,/kNjEmQGBm9cYqTB03r6yECozQyW.jpg
4280,264999,Magic Mike XXL,dancing male friendship strip club road trip gay interest strip tease strip Comedy Drama ChanningTatum MattBomer JoeManganiello KevinNash AdamRodríguez GregoryJacobs,1669.0,/eEVaW9GubVYKV2IQNWY3yYF3TFa.jpg
4282,10590,We Were Soldiers,vietnam veteran based on novel or book hero missile vietnam war army major based on true story steel helmet soldier explosion battle bayonet death military vietnamese 1960s Action History War MelGibson GregKinnear MadeleineStowe SamElliott ChrisKlein RandallWallace,1755.0,/q2LeLzw4q9HTelkKx29dyTMf5zK.jpg
4286,10947,High School Musical,becoming an adult musical high school school performance high school sports jock clique peer pressure teenage romance Comedy Drama Family Music Romance TV Movie ZacEfron VanessaHudgens AshleyTisdale LucasGrabeel CorbinBleu KennyOrtega,4190.0,/1DGmWZjUJPeKGFRHGCA6VPFUBML.jpg
4289,9618,Tango & Cash,prisoner war on drugs los angeles california buddy cop Action Adventure Comedy Thriller SylvesterStallone KurtRussell TeriHatcher JackPalance BrionJames AndreiKonchalovsky,1607.0,/bLTBlfV0sJwrwwLJW4JgHwgHrJJ.jpg
4292,487297,What Men Want, Comedy Romance TarajiP.Henson AldisHodge JoshBrener ErykahBadu RichardRoundtree AdamShankman,1163.0,/30IiwvIRqPGjUV0bxJkZfnSiCL.jpg
4294,417870,Girls Trip, Comedy ReginaHall QueenLatifah JadaPinkettSmith TiffanyHaddish LarenzTate MalcolmD.Lee,1374.0,/fM1h8CwtdileV3zlemXx7UWJjOP.jpg
4295,440021,Happy Death Day,college murder time loop young adult college student stabbed to death Horror Mystery Comedy JessicaRothe IsraelBroussard RubyModine RachelMatthews BillySlaughter ChristopherLandon,5622.0,/cTaEIUYTt52ooq9quVbAQ7NpGwo.jpg
4296,738652,Copshop,hitman police shootout police station jail cell crooked cop Thriller Crime Action GerardButler FrankGrillo AlexisLouder TobyHuss ChadL.Coleman JoeCarnahan,541.0,/szArp3dQlVajpsqpyPFVAFHFsa3.jpg
4298,62213,Dark Shadows,witch imprisonment vampire curse fish out of water chains gothic madness old house lost love angry mob 18th century ghost hidden room old mansion Comedy Fantasy JohnnyDepp MichellePfeiffer HelenaBonhamCarter EvaGreen JackieEarleHaley TimBurton,6556.0,/fd9Ck4cxVlmtXsbeGtQW7WFuUFI.jpg
4299,567748,The Guilty,remake psychological thriller police officer police station cellular phone trace phone call emergency one location abduction bitter cop wildfire desk work alarm dispatch Drama Thriller JakeGyllenhaal EthanHawke RileyKeough PeterSarsgaard ChristinaVidal AntoineFuqua,2086.0,/m8aR1k35oZMOzZ1kYWUyt401mwq.jpg
4300,438590,A-X-L,technology friendship friends robot robot dog Science Fiction Action Adventure Family AlexNeustaedter BeckyG AlexMacNicoll DominicRains ThomasJane OliverDaly,1062.0,/9kB56ZdMB6RgY5QtX9Bar45jCeI.jpg
4304,12095,From Dusk Till Dawn 2: Texas Blood Money,sheriff vampire nationalbank bank robbery hoodlum Crime Action Horror Thriller RobertPatrick DuaneWhitaker BoHopkins MuseWatson BrettHarrelson ScottSpiegel,370.0,/in11KZuaVuJnxVBipxYocDqMQbW.jpg
4306,35056,Date Night,date corruption taxi expensive restaurant husband wife relationship gun boat taxi driver restaurant roof married couple politician stripper thief car crash stealing mistaken identity police corruption aftercreditsstinger duringcreditsstinger Comedy Action Adventure SteveCarell TinaFey MarkWahlberg TarajiP.Henson JimmiSimpson ShawnLevy,2537.0,/ucEWhj32KEDcFKHMWVeu8r1Q4ld.jpg
4308,90,Beverly Hills Cop,california showdown undercover strip club investigation police smuggling (contraband) swimming pool gunfight mansion los angeles california foot chase art gallery detroit michigan warehouse beverly hills buddy cop buddy comedy country club maverick cop damsel in distress bar fight Action Comedy Crime EddieMurphy JudgeReinhold JohnAshton LisaEilbacher RonnyCox MartinBrest,3469.0,/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg
4312,571,The Birds,pet shop seclusion playground seagull fireplace bird attack socialite based on short story practical joke schoolteacher lovebird shopkeeper unsolved mystery schoolhouse Horror TippiHedren RodTaylor JessicaTandy SuzannePleshette VeronicaCartwright AlfredHitchcock,3477.0,/z0iYrJ6GsAMP3abOha7uGMuc5kZ.jpg
4313,615666,A Boy Called Christmas,holiday elves santa claus mouse reindeer snow troll santa hat finland bedtime story pixie christmas origin story talking animals elf Family Adventure Fantasy HenryLawfull MichielHuisman StephenMerchant MaggieSmith SallyHawkins GilKenan,600.0,/1sRejtiHOZGggZd9RcmdqbapLM5.jpg
4314,508,Love Actually,holiday london england love at first sight usa president marseille france war on terror office christmas party bars and restaurants press conference language barrier prime minister rock star school performance valentine's day heathrow airport multiple storylines christmas Comedy Romance Drama AlanRickman BillNighy ColinFirth EmmaThompson HughGrant RichardCurtis,5935.0,/7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg
4318,171274,Inherent Vice,california detective based on novel or book 1970s boat ex girlfriend surreal lawyer disappearance private investigator pot smoking hippie lifestyle los angeles california drugs loan shark neo noir 1960s heroin cartel Drama Mystery Comedy JoaquinPhoenix JoshBrolin OwenWilson KatherineWaterston ReeseWitherspoon PaulThomasAnderson,2217.0,/hyan5Uc0lGpPuad94DM1pLxneiP.jpg
4319,9522,Wedding Crashers,sailing fake identity cake wedding lying Comedy Romance OwenWilson VinceVaughn ChristopherWalken RachelMcAdams IslaFisher DavidDobkin,3905.0,/lFM3lk2zVzC1YFnKm0r6LbFPyRu.jpg
4324,1440,Little Children,skateboarding mother american football adultery based on novel or book parent child relationship husband wife relationship small town eroticism boston massachusetts pedophilia loser infant housewife bourgeoisie deceived wife playground stay at home dad psychopath ex cop suburb extramarital affair Drama Romance KateWinslet PatrickWilson JenniferConnelly JackieEarleHaley NoahEmmerich ToddField,819.0,/so9xla7b7WfFiarDwOukhQpRuyd.jpg
